time,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
0.37151927437641724,non-whale,-359.09772,130.91818,89.1738,40.31556,3.2095957,-12.252623,-8.679174,2.8040328,10.650016,9.57673,2.009121,-5.597551,-8.144438
0.3947392290249433,non-whale,-358.60797,131.10156,88.3798,39.22296,3.173492,-10.357422,-5.303499,6.097844,12.3155575,9.2131,0.59318984,-6.5207386,-7.6206894
0.4179591836734694,non-whale,-361.0516,129.08264,89.63948,43.272697,7.6011057,-8.141691,-6.320558,2.9029899,9.128639,7.8235245,1.4468436,-4.1638494,-4.836756
0.44117913832199546,non-whale,-360.6802,130.153,91.88528,46.26828,10.01491,-7.7399178,-8.527469,-1.2271974,4.7208347,4.851802,0.7626852,-3.013897,-3.3440218
0.46439909297052157,non-whale,-358.3933,132.65024,92.63838,45.355125,8.495323,-8.55449,-7.9185114,0.5302495,6.625517,5.882042,0.534252,-4.0404615,-4.186857
0.4876190476190476,non-whale,-359.91638,130.21333,89.60774,42.021797,5.704714,-9.83849,-7.1916265,2.942462,9.651755,8.229506,1.3693087,-4.650124,-5.337526
0.5108390022675737,non-whale,-357.7034,132.6464,90.43931,41.42827,4.7017612,-10.245156,-6.7591286,3.6236417,9.76336,7.4472246,0.09028364,-5.713419,-5.773758
0.5340589569160997,non-whale,-362.91772,126.770386,87.92263,41.63404,5.117985,-11.923466,-10.774593,-0.7496053,7.6151333,8.638855,3.3741517,-3.0242906,-5.854269
0.5572789115646258,non-whale,-360.1466,130.25728,90.492165,43.603,7.3179817,-8.893748,-7.0986505,2.7477546,10.18632,10.279751,4.8306646,-0.96182376,-3.2002134
0.5804988662131519,non-whale,-360.54138,129.59198,89.71315,43.121292,7.7393084,-7.269107,-4.6355314,5.1294084,11.550655,10.257097,3.8188884,-2.1028457,-3.7019987
0.603718820861678,non-whale,-360.95703,129.43556,90.358665,43.94737,7.6371307,-8.815551,-6.9030423,3.6366653,11.823369,11.768498,4.7190595,-3.619421,-7.896743
0.626938775510204,non-whale,-357.97787,132.93286,92.01047,43.348373,5.117065,-12.527668,-11.07824,-0.47358906,8.147096,8.853567,2.8495228,-4.354009,-7.7458115
0.6501587301587302,non-whale,-359.96494,130.84964,91.64921,44.63683,7.0163193,-11.311672,-11.276722,-1.8673471,6.487159,7.9363585,3.1993172,-2.8665006,-5.6710787
0.6733786848072563,non-whale,-360.5201,129.95227,90.62394,43.89781,7.2040515,-9.823729,-8.771836,0.76406074,8.23897,8.279581,2.3537529,-4.1645236,-6.7171836
0.6965986394557823,non-whale,-362.4575,128.12695,91.01453,46.56426,11.039818,-6.318564,-6.5646224,1.7130783,8.749487,9.263422,4.1838107,-1.8174227,-4.5414047
0.7198185941043084,non-whale,-363.96042,126.622055,91.02912,48.16974,13.468723,-4.223588,-5.7221165,1.0703732,7.1170044,7.5306416,3.151612,-1.7991043,-3.657343
0.7430385487528345,non-whale,-360.451,130.67543,92.84505,47.59105,11.480732,-6.163139,-6.532755,1.5862457,8.352944,8.583113,3.3695707,-2.5479374,-5.0778255
0.7662585034013606,non-whale,-359.04852,131.90106,92.26402,45.255207,8.476215,-8.427621,-7.2128882,2.27844,9.351218,8.708217,2.1174383,-4.671322,-6.868038
0.7894784580498866,whale,-359.1053,131.56241,91.419136,44.24705,8.078157,-7.54788,-5.009714,5.115803,11.776861,9.924772,1.998188,-5.603854,-7.8507023
0.8126984126984127,whale,-360.01425,130.63705,91.46245,45.566154,10.589906,-4.2557535,-1.4826696,8.425247,14.620146,12.177155,3.461364,-5.3281765,-9.263701
0.8359183673469388,whale,-358.9261,132.22514,93.04462,46.77781,10.923965,-5.070527,-3.196938,6.5238795,13.318737,11.879702,3.9695163,-4.667571,-9.167132
0.8591383219954648,whale,-356.38535,135.36826,94.99912,47.231785,10.099573,-6.5154104,-4.4387317,6.1507063,14.095168,13.673167,6.389604,-2.0452693,-6.6478333
0.8823582766439909,whale,-354.2017,138.28836,97.42357,48.89402,10.905717,-6.3854976,-4.5525303,6.2913146,14.791981,14.874668,7.771726,-0.79401076,-5.534677
0.905578231292517,whale,-359.66794,131.57587,93.29558,47.782417,12.07604,-4.288396,-2.7788496,7.0702686,14.529207,13.901026,6.5267854,-1.8904973,-6.104603
0.9287981859410431,whale,-361.03952,129.17111,89.95615,44.007828,8.963053,-6.002633,-3.4392304,6.2017117,12.251873,10.108566,2.458781,-4.4126453,-5.902793
0.9520181405895691,whale,-360.63718,129.65149,90.2333,44.07516,8.825904,-6.4391766,-4.3166413,4.9342327,11.043971,9.707374,3.4494507,-2.1347985,-3.2937436
0.9752380952380952,whale,-358.54935,131.75723,90.4853,42.955627,7.878971,-5.8858995,-2.2012951,7.445876,12.606478,9.938667,3.216985,-1.4769993,-1.0320226
0.9984580498866213,whale,-356.7934,133.84624,91.49721,42.551506,6.2982044,-7.7708735,-3.1917098,8.246798,15.184037,13.22188,5.6008806,-1.1987116,-2.9132192
1.0216780045351475,whale,-358.85278,131.7266,91.17705,43.759598,7.780675,-7.243756,-3.954311,6.802432,13.868185,12.220329,4.3011217,-3.5851498,-6.4909606
1.0448979591836736,whale,-356.36343,135.05344,93.81414,45.055115,7.215296,-9.634158,-7.417672,3.4125443,11.470875,11.040637,3.904335,-3.8128624,-6.817862
1.0681179138321995,whale,-356.2278,134.83286,92.71319,43.376938,5.808755,-10.033405,-6.7148027,4.7027125,12.740435,12.100449,5.0323477,-2.305792,-5.0764303
1.0913378684807256,whale,-359.5596,130.9631,90.85251,43.54304,7.1037426,-8.584349,-5.456412,6.070742,14.5776825,14.264734,6.909768,-1.1992185,-4.5120435
1.1145578231292517,whale,-359.7795,130.71799,90.97093,44.564392,9.388868,-5.451645,-2.823287,6.5624275,12.098042,9.566628,2.1019511,-3.8300176,-3.8586535
1.1377777777777778,whale,-357.60797,134.00702,94.591385,47.934647,11.463194,-5.493929,-4.9425707,3.359374,9.212181,7.98161,1.827121,-3.7017353,-4.547207
1.1609977324263039,whale,-358.075,133.83528,95.52234,49.753193,13.250509,-4.745645,-5.670163,1.5445746,7.237456,6.72892,1.6638792,-3.0043273,-3.5374215
1.18421768707483,whale,-357.2739,134.50476,95.1494,48.550262,12.100398,-4.866869,-4.2987566,4.13458,10.284139,9.46327,3.668921,-1.7433676,-2.8195376
1.207437641723356,whale,-354.63544,137.05481,94.90788,45.609566,7.9835014,-8.414317,-6.4775457,2.9021335,9.044897,7.696289,1.7011751,-3.1292403,-3.1353292
1.230657596371882,whale,-356.17233,135.77274,95.57703,47.71206,9.848057,-8.282848,-8.265373,0.35753304,7.24007,7.283682,2.1050363,-3.0704563,-4.122431
1.253877551020408,whale,-358.27383,133.32672,94.3629,47.655674,10.236038,-8.208309,-8.717391,-0.14667791,7.4529247,8.663746,4.409087,-0.65676033,-2.4862165
1.2770975056689342,whale,-360.1954,130.65367,91.95222,45.953087,9.6886635,-7.55118,-7.422261,0.8153473,7.2544847,7.1225166,2.0644095,-2.9560738,-4.174836
1.3003174603174603,whale,-358.6212,133.52498,96.070786,50.474533,12.882019,-6.8666,-8.783454,-0.70170575,7.486388,9.535475,5.2623405,-1.1156313,-4.90593
1.3235374149659864,whale,-357.29678,134.8384,96.135544,49.55297,11.967909,-6.8123083,-7.519887,1.2111568,9.225595,10.684186,6.0519056,-0.15315127,-3.5291238
1.3467573696145125,whale,-357.1334,134.97913,96.16023,49.730286,12.654528,-5.5575314,-6.130966,2.0370553,9.043831,9.6800785,4.9246006,-0.7623107,-3.6251125
1.3699773242630386,whale,-357.14972,135.17914,96.8191,50.61622,13.171471,-5.9903307,-7.7097635,-0.39379752,6.3575478,7.341283,3.3527784,-1.3490486,-3.1623843
1.3931972789115645,whale,-357.73633,134.69867,97.11603,51.518658,14.038294,-5.792525,-8.365061,-1.5661268,5.2012253,6.5056157,2.7407491,-2.0349557,-4.0450325
1.4164172335600906,whale,-357.45157,133.72586,93.04926,45.00045,7.7261105,-8.978482,-7.153513,2.8926406,10.137521,9.247456,2.1535115,-5.2360473,-8.094471
1.4396371882086167,whale,-356.88724,134.3297,93.1311,44.441193,6.774959,-9.667167,-6.7473497,4.9454155,13.684036,13.3784485,5.6533113,-3.1755657,-7.3747597
1.4628571428571429,whale,-354.51895,136.86314,94.02144,44.5214,7.8151836,-6.655428,-2.6631334,7.7734184,13.298019,9.843529,1.1851157,-5.730466,-6.494119
1.486077097505669,whale,-355.17786,137.02307,96.667175,49.26557,12.794924,-3.4723742,-2.1989346,6.0489883,10.672014,7.3218584,-1.0486779,-8.069164,-9.280389
1.509297052154195,whale,-353.39343,140.10004,100.86952,53.996952,16.608162,-1.862827,-3.0110729,3.780922,8.395321,6.042679,-1.217608,-7.665519,-8.909491
1.5325170068027212,whale,-352.69727,140.1818,98.93465,50.45665,13.035286,-3.9632988,-3.2864966,4.4302216,8.689772,5.374895,-2.4228616,-8.494395,-8.834332
1.555736961451247,whale,-352.43866,140.98538,100.64048,52.62954,14.588802,-3.9661257,-4.897051,2.1582623,7.112686,5.4106784,-0.8086826,-6.160323,-6.851221
1.5789569160997732,whale,-351.32742,141.7489,99.71287,50.700554,13.409562,-3.0386589,-2.10422,5.0115776,7.909468,3.2069783,-5.18404,-10.762791,-9.9352665
1.6021768707482993,whale,-353.71912,138.90039,98.13134,50.342342,13.529889,-3.3678365,-3.403049,2.9132936,5.713923,1.7202326,-5.446404,-9.732869,-7.9173036
1.6253968253968254,whale,-358.79822,133.2535,96.03252,51.43916,15.593827,-2.6047087,-4.541188,1.2155356,5.4790335,3.9637668,-1.4681263,-5.8296175,-5.5104094
1.6486167800453515,whale,-356.9421,135.05693,95.836296,49.17879,12.307913,-5.4032454,-5.69637,1.9687805,7.539192,6.3319697,0.36677194,-4.90213,-5.4245987
1.6718367346938776,whale,-355.42535,136.47302,95.62645,47.69499,10.879324,-5.4798155,-4.125425,4.266355,9.072556,6.0140066,-1.89911,-8.360612,-9.094418
1.6950566893424037,whale,-355.41412,136.55363,95.90164,48.27053,11.775449,-4.3674707,-2.9670093,5.389285,10.302158,7.683977,0.49590427,-5.311769,-5.944656
1.7182766439909296,whale,-358.3329,133.287,94.61224,48.730034,12.71176,-4.1929107,-3.7680788,4.570243,10.836323,10.334941,4.923837,-0.21715331,-1.27163
1.7414965986394557,whale,-357.50192,133.6005,92.8838,45.03869,8.2730875,-7.8608336,-5.785535,4.0153785,10.772295,9.703632,3.1788163,-2.9487822,-4.435334
1.7647165532879818,whale,-357.1619,133.663,92.045425,43.60466,7.1622725,-7.7545156,-4.2092495,6.5160356,13.215233,11.236123,3.4453695,-3.813611,-6.06269
1.787936507936508,whale,-356.29178,135.22638,94.28576,46.156826,9.135154,-7.152127,-5.0741076,4.887864,11.85881,10.823407,3.8867438,-3.1842222,-5.8841143
1.811156462585034,whale,-358.2539,133.21124,94.07803,47.740944,11.609321,-4.830187,-3.4014678,6.063754,12.872105,11.643383,4.016713,-4.2675037,-8.1526985
1.8343764172335602,whale,-360.51157,129.90326,90.53246,44.110588,8.348871,-7.1289835,-4.3159904,6.51159,14.175768,13.080128,5.065668,-3.6628594,-7.690652
1.8575963718820863,whale,-362.07794,126.79823,85.58678,38.16594,3.5063453,-9.086514,-3.2367692,9.151563,16.518608,14.284065,5.7101846,-2.398604,-5.2541127
1.8808163265306121,whale,-361.39767,128.31735,88.356735,41.912888,7.1119995,-6.88843,-3.0813909,7.5985775,14.269228,12.359252,4.5783434,-2.919301,-5.6339755
1.9040362811791383,whale,-359.14282,131.23578,90.55372,43.179516,7.5493593,-6.9346895,-3.2166207,7.581431,14.257845,12.001689,3.5461946,-4.6540184,-7.7107563
1.9272562358276644,whale,-356.35114,134.31769,91.65857,42.54988,6.415351,-7.4795675,-3.1276913,7.3685875,12.796043,9.351998,0.960691,-5.568123,-6.185005
1.9504761904761905,whale,-357.2792,133.49924,91.82823,43.153473,6.223673,-9.370094,-6.503539,3.761728,10.378659,8.757661,1.7526525,-4.354882,-5.2024403
1.9736961451247166,whale,-361.5298,129.17996,91.247116,45.43718,8.374369,-9.9785595,-9.981622,-0.113144234,9.15707,11.406796,6.762628,0.01351038,-3.7079983
1.9969160997732427,whale,-361.50262,128.6623,89.613945,43.323547,7.2435584,-8.923677,-6.741599,4.043393,12.521703,12.878696,6.3363457,-1.5541677,-5.6495104
2.020136054421769,whale,-357.53476,133.69641,93.25586,45.543404,8.708988,-7.387535,-4.754688,6.159664,13.977214,12.939757,4.779273,-4.3254657,-8.830176
2.043356009070295,whale,-359.4667,131.3052,91.90097,45.837677,10.867512,-3.8814285,-1.146934,8.410877,14.007776,11.048644,2.3146315,-5.758383,-8.338979
2.066575963718821,whale,-363.39246,126.99665,90.42788,46.794037,12.260424,-4.06043,-3.4233656,5.3000946,12.080124,11.579235,5.0242643,-2.3186822,-5.657664
2.089795918367347,whale,-359.6309,130.88457,90.99667,44.35727,8.943331,-5.960743,-3.0414648,7.0046587,13.308526,11.175034,3.290143,-3.9957032,-5.944209
2.1130158730158732,whale,-358.31284,132.13971,90.971664,43.552376,8.650238,-4.72838,-0.40953392,9.833389,14.9780445,11.187218,2.2836032,-4.883401,-6.053898
2.136235827664399,whale,-361.79892,128.60556,90.63731,46.01989,11.776419,-3.1338975,-1.0241196,8.082653,13.774979,11.352475,3.1788595,-4.6841288,-7.499702
2.159455782312925,whale,-360.192,130.69153,92.34929,47.505833,13.237921,-1.8860948,-0.6717369,6.8454924,10.982395,8.11014,1.1874669,-4.1927137,-4.650649
2.182675736961451,whale,-358.8821,131.91449,92.22169,46.472748,12.566361,-1.1482099,1.4143963,9.09239,11.944383,7.145137,-1.1076657,-6.464608,-5.7527504
2.2058956916099772,whale,-359.39264,131.31276,91.63951,45.20656,9.888306,-5.0260005,-2.1117852,8.072768,14.715403,13.01442,5.375663,-2.2092743,-5.2368584
2.2291156462585033,whale,-358.70398,132.43399,92.93405,46.13264,9.561776,-7.2159615,-5.9579306,3.630465,11.034582,10.955395,4.7991457,-2.3159378,-6.0975757
2.2523356009070294,whale,-356.42215,135.5611,95.76889,48.499584,11.30794,-6.1968374,-5.6663036,3.3753338,10.627112,10.933765,5.6682463,-0.29814184,-3.0609396
2.2755555555555556,whale,-356.69373,135.13066,95.27232,48.08716,11.270933,-5.5938387,-4.409727,4.923999,11.847202,11.3019,5.162753,-1.0388017,-3.0120492
2.2987755102040817,whale,-354.03607,137.95251,95.94065,46.884506,9.759199,-5.677165,-2.342259,8.383568,14.970425,12.450443,3.6660156,-4.6770945,-7.540978
2.3219954648526078,whale,-355.528,135.67877,93.49028,44.88174,9.138146,-4.4157705,0.3232985,11.119993,16.32248,11.654551,0.9884816,-8.236177,-10.879177
2.345215419501134,whale,-359.65024,130.54794,90.15999,43.67672,9.436555,-3.923191,-0.35003442,8.619524,12.498034,8.034366,-0.6334819,-6.8144245,-6.810239
2.36843537414966,whale,-355.38193,137.1629,97.87786,51.685738,16.08745,0.17709142,1.4520425,9.649095,14.341934,11.07171,2.4603772,-5.4455724,-8.260633
2.391655328798186,whale,-353.6937,139.14789,98.98744,52.165764,16.685785,1.4996932,3.4202266,11.503464,15.197411,10.595985,1.165799,-6.498055,-8.115269
2.414875283446712,whale,-354.03677,139.22534,100.17424,53.80342,17.402042,0.40333095,0.94378793,9.128652,14.26708,11.21537,2.1276464,-6.700888,-10.042636
2.4380952380952383,whale,-357.15775,135.93289,99.47174,55.39856,19.51906,1.0974236,-0.52207655,6.4278727,12.173874,11.146492,4.126397,-3.870686,-7.9030247
2.461315192743764,whale,-357.52014,134.89508,97.08785,51.460236,14.589945,-3.6527395,-3.7940826,5.4585605,13.430008,13.661679,6.532177,-2.6427965,-8.120142
2.48453514739229,whale,-353.40652,139.27261,98.024635,48.97651,10.492403,-7.1075726,-5.3010836,5.7424397,14.436316,14.398161,6.7009974,-2.728518,-8.0263195
2.507755102040816,whale,-354.50085,137.61127,96.26227,47.586777,10.091219,-6.3859406,-4.163594,6.068488,13.073878,11.609657,3.939897,-3.6492739,-6.12265
2.5309750566893423,whale,-357.0569,134.96774,95.89824,49.35289,12.554779,-4.9598265,-4.76641,3.6022937,9.699474,8.33928,1.3111045,-5.6362715,-7.7399626
2.5541950113378684,whale,-357.76257,133.95569,94.86793,48.349525,11.656482,-5.6701765,-5.199392,3.5699697,10.217779,9.490017,2.9591098,-3.916409,-6.5332575
2.5774149659863945,whale,-357.21094,134.58629,94.99013,47.556213,9.747555,-8.377743,-7.8433075,1.9887022,10.213801,10.726702,4.465162,-3.0572073,-6.5205026
2.6006349206349206,non-whale,-359.26477,131.27734,90.91175,43.26616,6.337793,-10.229656,-8.562281,1.0819392,7.9004846,6.9041524,0.3596437,-5.6747274,-6.537429
2.6238548752834467,non-whale,-361.70245,128.15585,88.59198,41.80726,5.3964453,-11.168844,-9.912281,-0.8350321,5.5106974,4.296822,-2.126649,-7.669718,-7.7222433
2.647074829931973,non-whale,-361.4241,127.619225,85.99573,37.659966,1.5217822,-12.90237,-8.82799,2.234358,8.947702,6.812607,-0.8295921,-7.052268,-7.0809193
2.670294784580499,non-whale,-359.9426,129.13437,86.1404,36.49501,-0.1368066,-14.047589,-8.860936,3.2768946,10.613915,8.635836,0.89678574,-5.54006,-5.9710817
2.693514739229025,non-whale,-357.86502,132.41833,90.148026,40.892715,3.731525,-11.651676,-8.297686,2.4686017,9.437761,8.032647,1.1900976,-4.829592,-5.8533382
2.716734693877551,non-whale,-361.46902,128.00903,87.429504,40.015293,4.0883446,-10.8893585,-7.659081,2.8805513,9.673504,7.9595942,0.4458009,-6.5420218,-8.408969
2.7399546485260773,non-whale,-361.61478,128.62497,89.75687,43.30497,6.431738,-11.0964985,-10.443598,-0.8551429,7.114172,7.7658477,2.2572305,-4.0268464,-6.2072763
2.7631746031746034,non-whale,-360.63696,129.15187,88.38797,40.468384,3.6329536,-12.50335,-10.293508,-0.17952015,7.0685153,6.647232,0.91956145,-4.237895,-4.5562644
2.786394557823129,non-whale,-359.97086,129.49725,87.43869,38.59632,1.9632013,-13.0226555,-9.644154,0.7763519,7.374981,6.0922203,0.21239501,-4.083022,-3.0925612
2.809614512471655,non-whale,-356.53516,134.2656,91.87178,42.372154,4.8823586,-10.780026,-7.494503,3.4673762,10.750942,9.495401,2.4280882,-4.099098,-5.4755034
2.8328344671201813,whale,-358.52505,132.93498,93.89373,47.171257,9.960672,-7.9150453,-7.5327787,1.94896,9.989855,10.759269,5.137767,-1.784766,-5.234475
2.8560544217687074,whale,-361.89957,129.49907,93.676956,50.20449,14.554091,-3.9957666,-5.674799,1.9116066,9.439385,11.27776,7.551524,2.2623107,-0.5667752
2.8792743764172335,whale,-359.75858,131.82693,94.28656,48.94796,12.041571,-6.9552503,-8.590718,-0.8628956,6.859893,9.267738,6.770798,3.1769595,1.7838959
2.9024943310657596,whale,-357.97885,133.40544,93.76608,46.76365,9.87945,-7.443804,-7.016411,1.6515269,8.543992,8.975445,4.70531,0.60784304,0.08717972
2.9257142857142857,whale,-360.94785,129.48132,90.52283,44.294178,8.0428095,-8.776447,-7.7797365,1.6547883,9.3680935,10.275891,5.752316,0.6270194,-1.2730255
2.948934240362812,whale,-366.33813,122.93829,86.58479,43.040894,8.3128605,-8.405603,-8.043659,0.92031413,8.664486,9.70892,4.8236346,-1.2698772,-4.1243906
2.972154195011338,whale,-365.56116,123.25969,85.048645,39.690773,4.2638445,-11.657974,-9.492369,1.2811525,9.945,10.706754,4.69053,-2.6459756,-6.1579065
2.995374149659864,whale,-363.61508,126.00612,87.64999,41.771263,5.396018,-11.631367,-10.317236,0.059847936,8.583513,9.044813,2.3579009,-5.733722,-9.446167
3.01859410430839,whale,-361.1851,129.16924,90.184044,43.707962,6.969786,-10.375578,-9.731573,-0.5467155,6.6153674,6.2808046,-0.030394197,-6.5925694,-8.344246
3.0418140589569163,non-whale,-359.43832,130.56998,89.11501,40.451714,3.241448,-12.637559,-9.618188,1.395838,8.971028,7.79651,0.24126014,-7.1761236,-9.163204
3.0650340136054424,non-whale,-363.12134,126.49548,87.5956,41.030315,4.0092783,-13.519047,-12.50115,-2.1096754,6.917038,8.507202,3.4762194,-2.8790426,-5.4529395
3.0882539682539685,non-whale,-361.0687,129.318,90.30742,43.818512,7.0307646,-10.503576,-10.210852,-1.3568864,5.832527,6.1145096,0.84121466,-4.872732,-6.686548
3.111473922902494,non-whale,-361.02124,129.25807,89.89655,42.974396,5.9852943,-11.133968,-9.656038,0.780305,9.066211,9.021005,1.6671906,-7.20735,-11.824474
3.1346938775510202,non-whale,-363.6424,126.220726,88.490585,43.29617,7.3686175,-9.550335,-8.353218,1.8732061,10.288576,10.550033,3.3197348,-5.805094,-10.892267
3.1579138321995464,non-whale,-362.66525,127.62254,89.99802,45.029453,9.287554,-7.855421,-7.6044483,1.0667028,7.9829636,7.697665,1.3854779,-5.6914215,-8.698175
3.1811337868480725,non-whale,-361.71262,128.80206,90.69566,45.010155,8.471245,-9.347446,-9.487469,-0.8757444,6.2456675,6.3437624,0.59003675,-5.6741095,-7.585906
3.2043537414965986,non-whale,-358.29834,132.74597,92.2814,43.56691,4.381832,-14.794692,-14.654334,-4.52277,4.4054766,5.6284246,-0.08909947,-7.013691,-9.3856325
3.2275736961451247,non-whale,-361.6556,128.50406,89.42442,42.602913,5.30429,-12.486615,-11.745437,-1.7509894,6.639925,7.34853,1.3886471,-5.579184,-8.119707
3.250793650793651,non-whale,-364.16193,125.729355,88.628265,44.160645,8.650612,-8.530264,-8.386148,0.3171122,7.466613,7.5531178,1.7058626,-4.759245,-6.952527
3.274013605442177,non-whale,-364.7498,124.72519,87.37224,43.118744,8.574016,-7.2108135,-6.002738,2.7789717,8.964966,7.612659,0.59974504,-6.3566103,-8.498924
3.297233560090703,non-whale,-365.49057,124.187805,87.9901,44.706398,10.313096,-6.084482,-5.5754266,3.1555266,10.107742,9.75732,3.0571375,-4.851183,-8.979472
3.320453514739229,non-whale,-363.84067,126.14856,89.01906,44.69113,9.586763,-6.990127,-6.258006,2.7596984,9.740725,9.043783,1.7536657,-6.7051945,-11.072045
3.3436734693877552,non-whale,-361.83978,128.64612,90.7022,45.464756,9.617744,-7.5915594,-7.6238804,0.42076224,6.553893,5.7557344,-0.42596555,-6.6971836,-8.579406
3.3668934240362813,non-whale,-360.4534,130.03284,90.73461,44.21691,7.9379787,-8.650629,-7.455768,1.6852862,8.273863,7.307711,0.7667024,-5.6184177,-7.3060737
3.3901133786848074,non-whale,-360.76813,129.61798,90.45961,44.286957,8.591845,-7.2710037,-5.404159,4.161668,10.818127,9.53631,2.2934842,-5.188043,-8.32196
3.4133333333333336,non-whale,-364.25302,125.08824,86.975334,42.12478,7.6313076,-7.389339,-5.0589037,4.6987348,11.33879,9.750403,1.7485561,-6.9852924,-11.602716
3.436553287981859,non-whale,-363.59198,125.737976,86.93205,41.32635,6.2515574,-9.220714,-7.4165273,1.6872264,7.8587637,6.55488,0.011118025,-6.2221622,-8.069607
3.4597732426303853,non-whale,-359.08112,131.66544,91.469604,43.59314,5.8056703,-11.957285,-11.11558,-1.2706176,6.8981924,7.8523116,2.9495792,-2.482566,-3.951414
3.4829931972789114,non-whale,-358.33295,132.36298,91.37218,42.915398,5.301421,-11.491803,-9.369457,1.3743191,9.584095,9.706974,3.4979734,-3.1579957,-5.3180494
3.5062131519274375,non-whale,-364.6349,124.49422,86.31685,41.567684,7.363022,-7.4246635,-5.2590218,3.8485503,9.774283,8.229195,1.7662988,-3.858021,-4.6538944
3.5294331065759637,non-whale,-363.6897,125.844604,87.60115,42.519375,7.7161655,-7.625283,-5.5278883,4.2050967,11.185818,10.498001,4.10604,-2.3859305,-4.6046643
3.5526530612244898,non-whale,-362.297,128.25758,90.85105,45.92845,9.847498,-8.015354,-8.657902,-0.782805,5.645404,5.3101864,-0.52347654,-6.5598187,-8.105346
3.575873015873016,non-whale,-363.08923,127.138824,89.7081,44.69088,8.463198,-9.499172,-10.099022,-2.0702305,4.432876,3.8707416,-2.5366778,-9.237546,-11.0840645
3.599092970521542,non-whale,-359.1383,131.6354,91.52298,43.65696,5.848798,-11.753443,-10.4185505,0.03801824,8.307953,8.172233,0.83114207,-7.6839066,-11.548975
3.622312925170068,non-whale,-362.34604,127.49307,88.47046,42.122322,5.864012,-10.5707035,-8.725131,1.5781704,9.294748,8.589136,0.9370972,-7.6184816,-11.477293
3.645532879818594,non-whale,-364.9489,123.6334,84.5417,39.14189,5.1770554,-8.456835,-4.84836,5.1190653,10.759555,7.864756,-0.37524694,-7.4081345,-8.701773
3.6687528344671203,non-whale,-364.8102,123.91402,84.94061,39.409645,4.898334,-9.552245,-6.6148806,3.2604632,9.557006,7.8609076,0.9103103,-5.1806226,-6.0941076
